dialogue,anger,disgust,fear,joy,neutral,sadness,surprise,age,gender,pitch,tempo,loudness
Life's a canvas; what colors would you use to paint the emotions of your day?,0.023301193,0.023489425,0.021266501,0.003223385,0.87402457,0.007805401,0.046889558,,,,,
Ever notice how a simple act of kindness can create a chain reaction of positivity?,0.038611077,0.019639986,0.005031009,0.04028739,0.291131884,0.002439694,0.602858901,,,,,
What's your go-to method for finding inspiration when you're feeling stuck?,0.113267288,0.069939792,0.082198881,0.001587245,0.342406094,0.349062353,0.041538324,,,,,
Why do you think we often remember the smallest details of meaningful moments?,0.019172311,0.015288364,0.005325257,0.00183868,0.5734905,0.004013284,0.380871654,,,,,
What's your favorite way to celebrate the achievements of women who inspire you?,0.032747813,0.01599092,0.003374323,0.073716655,0.755200207,0.003565656,0.11540442,,,,,
Life's an adventure; what's one thing on your bucket list you're determined to check off?,0.007598726,0.002300707,0.004792945,0.029200884,0.889814138,0.004553226,0.061739396,,,,,
Have you ever had a moment when a setback turned out to be a blessing in disguise?,0.018646302,0.019977745,0.187921941,0.026187062,0.288982868,0.023334721,0.434949398,,,,,
"Why is it that we often find solace in the company of animals, whether pets or wildlife?",0.018359091,0.1478367,0.002712786,0.173654824,0.620194793,0.024141012,0.013100796,,,,,
What's your personal anthem that motivates you to face challenges head-on?,0.020177279,0.011013943,0.039497606,0.013697174,0.871462464,0.010034858,0.034116637,,,,,
What's your favorite way to create a positive and uplifting environment around you?,0.020369504,0.012094923,0.004350633,0.148636416,0.699914694,0.004585912,0.110047929,,,,,
Isn't it amazing how a change of perspective can turn obstacles into opportunities?,0.007358839,0.005301266,0.003138686,0.005322498,0.016216094,0.001590669,0.961071968,,,,,
Why do you think we often underestimate the impact of a genuine compliment?,0.032185473,0.014456282,0.008100862,0.002190142,0.471258819,0.005012361,0.46679607,,,,,
"What's your go-to method for finding joy in the small, everyday moments?",0.015859867,0.004600468,0.006880751,0.316576213,0.568625152,0.01255266,0.074904948,,,,,
Life's a journey; what's one lesson you've learned from a challenging experience?,0.007287429,0.00333677,0.011536415,0.031818971,0.801017404,0.003614302,0.141388699,,,,,
Ever notice how a well-chosen book can transport you to a different time or place?,0.011827839,0.0074051,0.003031113,0.012251244,0.106879264,0.003420415,0.855184972,,,,,
"What's your favorite way to practice gratitude, especially on challenging days?",0.021550346,0.009277677,0.002008107,0.02840554,0.878872633,0.002755328,0.057130344,,,,,
Why do you think we find comfort in the wisdom shared by women who came before us?,0.008754329,0.01716698,0.005174449,0.009263709,0.917592824,0.005449859,0.036597945,,,,,
What's your personal recipe for a perfect self-care day that rejuvenates your soul?,0.014457314,0.003271932,0.00836337,0.019303612,0.83693552,0.005531462,0.112136729,,,,,
Have you ever had a conversation that left you feeling empowered and inspired?,0.004258409,0.006335137,0.003749643,0.923131108,0.046891328,0.001587677,0.014046835,,,,,
What's your go-to method for embracing change and adapting to new circumstances?,0.017422561,0.006210483,0.017174141,0.003689375,0.889298499,0.003807937,0.062396917,,,,,
Life's like a symphony; what's the soundtrack that represents your current chapter?,0.00723775,0.012642396,0.007513151,0.011942282,0.771692514,0.012372711,0.17659916,,,,,
Why is it that we often remember the feelings associated with certain songs more than the lyrics?,0.018139739,0.026919518,0.00677985,0.001864672,0.687104464,0.005943807,0.253247947,,,,,
"What's your favorite way to express your creativity, whether through art, writing, or another medium?",0.02086075,0.014275451,0.005156606,0.035300292,0.794405401,0.004744251,0.125257343,,,,,
"What's a piece of advice you'd give to your younger self, knowing what you know now?",0.041213639,0.034470629,0.009040624,0.008115046,0.324463308,0.007981381,0.574715376,,,,,
Ever had a day when a random act of kindness from a stranger made a lasting impact?,0.008651696,0.012726839,0.006479481,0.058765721,0.556229949,0.002691574,0.354454726,,,,,
Why do you think we find inspiration in the stories of women who break barriers?,0.018988777,0.007192614,0.009325673,0.006603763,0.755403042,0.003179355,0.199306741,,,,,
What's your go-to method for cultivating a positive mindset in challenging situations?,0.015780769,0.005792692,0.011099917,0.006328102,0.895640254,0.002617588,0.062740624,,,,,
What's your favorite way to connect with and support other women in your community?,0.024618842,0.021227667,0.006063441,0.113712184,0.716869533,0.005870503,0.111637883,,,,,
Life's an ever-evolving story; what's the plot twist you're excited to experience next?,0.011982208,0.003022483,0.01347456,0.066760182,0.741478026,0.003587982,0.159694523,,,,,
What's your personal mantra for staying resilient and bouncing back from setbacks?,0.016318323,0.004542477,0.028644117,0.006824709,0.895310402,0.004260373,0.044099599,,,,,
Why do you think we often find comfort in the routine of our favorite self-care rituals?,0.007572617,0.007279793,0.004164614,0.010522434,0.89856118,0.004954077,0.066945225,,,,,
What's your go-to method for turning a moment of self-doubt into an opportunity for growth?,0.013815518,0.009034618,0.202281341,0.007971349,0.694535553,0.00724864,0.065113015,,,,,
Have you ever experienced a moment when a book or movie taught you a valuable life lesson?,0.013564901,0.043880943,0.061200432,0.322079599,0.172085971,0.004551912,0.382636309,,,,,
What's your favorite way to celebrate the diversity of experiences and perspectives?,0.025712598,0.012379844,0.003735283,0.099555165,0.714150488,0.003999682,0.140466988,,,,,
Why is it that we often remember the laughter shared with friends more than the words spoken?,0.014846141,0.010085547,0.002559451,0.017298007,0.539486766,0.003217474,0.41250661,,,,,
What's your go-to method for finding balance in a world that sometimes feels overwhelming?,0.00735165,0.009131115,0.248600796,0.001714183,0.019113233,0.007155781,0.7069332,,,,,
What's your personal anthem for embracing your authentic self and embracing your uniqueness?,0.011626365,0.006274804,0.017618809,0.013126797,0.90964967,0.00550898,0.03619457,,,,,
Life's too short for regrets; what's something you're excited to pursue without hesitation?,0.007418269,0.004270395,0.919597805,0.001988003,0.05277561,0.009123383,0.004826591,,,,,
Ever notice how a simple walk in nature can clear your mind and lift your spirits?,0.012019248,0.011169164,0.009595369,0.18870385,0.527658045,0.006868933,0.243985444,,,,,
Why do you think we find strength in the support and camaraderie of other women?,0.022748156,0.020724835,0.002807685,0.012020105,0.840751886,0.003206757,0.09774062,,,,,
What's your favorite way to express gratitude for the mentors who have guided you?,0.040293645,0.012065682,0.001824042,0.211542562,0.543711483,0.007988714,0.182573929,,,,,
What's your go-to method for turning a challenging day into a day of triumph?,0.016118065,0.003003265,0.010878406,0.01885429,0.807031155,0.002887295,0.141227558,,,,,
Life's a dance; what's your signature move that reflects your inner joy?,0.008899882,0.00276714,0.001868673,0.506337285,0.370129853,0.008320811,0.10167633,,,,,
What's your personal recipe for turning a day around when things aren't going as planned?,0.026394729,0.017565185,0.017649207,0.003341203,0.781418324,0.052198507,0.101432845,,,,,
Why do you think we often find inspiration in the resilience of everyday women?,0.016506724,0.006600849,0.009011627,0.002859283,0.783127487,0.003140657,0.178753406,,,,,
What's your favorite way to infuse positivity into your daily interactions?,0.023505241,0.012755436,0.003412913,0.042898905,0.813145459,0.003942538,0.100339517,,,,,
Have you ever experienced a moment when a simple gesture of kindness made a big difference?,0.014720746,0.023939254,0.027628282,0.189591259,0.22969529,0.002943331,0.511481822,,,,,
What's your go-to method for finding clarity and calm during moments of chaos?,0.044373203,0.008462927,0.27857694,0.004973625,0.610166967,0.016498862,0.036947481,,,,,
Life's a tapestry of relationships; what's a lesson you've learned from a meaningful connection?,0.006320075,0.005620339,0.006788752,0.113908947,0.605937362,0.00722415,0.254200488,,,,,
What's your favorite way to support and uplift the women in your life?,0.023629285,0.02994737,0.004997986,0.117403448,0.752762854,0.008290351,0.062968642,,,,,
Why is it that we often find comfort in revisiting familiar places or activities?,0.00468334,0.013625265,0.004788211,0.244162023,0.701479495,0.012747174,0.018514493,,,,,
What's your go-to method for embracing change and navigating the unknown?,0.015591611,0.005736074,0.044716291,0.005968736,0.853437006,0.004603789,0.069946431,,,,,
What's your personal anthem that pumps you up and boosts your confidence?,0.011285735,0.005703882,0.012695878,0.100507155,0.781167805,0.003330912,0.085308626,,,,,
Ever had a day when a piece of advice or insight from a friend changed your perspective?,0.010512698,0.017035238,0.009070072,0.011021076,0.187114403,0.003290624,0.761955857,,,,,
What's your favorite way to celebrate the small victories that add up to big achievements?,0.036790468,0.015383436,0.002618789,0.087563574,0.753789544,0.004045544,0.099808715,,,,,
Life's a journey; what's one destination you're excited to explore in the future?,0.007190177,0.002194352,0.004222413,0.075455114,0.762667835,0.007756658,0.14051342,,,,,
Why do you think we often remember the moments of joy and laughter more vividly than others?,0.010872676,0.005223622,0.005525487,0.016110564,0.754771948,0.003866649,0.203629091,,,,,
What's your go-to method for turning a setback into a stepping stone toward success?,0.017874684,0.006611543,0.027370986,0.006013234,0.863331437,0.004659034,0.074139111,,,,,
What's your personal mantra for staying grounded and centered in a fast-paced world?,0.018816989,0.003523113,0.018832047,0.005642984,0.860325575,0.005323371,0.087535895,,,,,
Have you ever had a moment when a book or movie perfectly captured your own experiences?,0.011634386,0.017432548,0.010952602,0.059128955,0.448123217,0.004010563,0.448717773,,,,,
Why do you think we find solace in the simple pleasure of a quiet moment alone?,0.009513123,0.016581383,0.005203183,0.162784979,0.69776386,0.089342475,0.018810952,,,,,
What's your favorite way to express creativity in your daily life?,0.027006684,0.011365577,0.006685599,0.040211234,0.697772145,0.00461272,0.212346032,,,,,
What's your go-to method for turning a negative thought into a positive affirmation?,0.018040739,0.008792504,0.007379038,0.003527127,0.8861081,0.003195067,0.072957523,,,,,
Life's a dance; what's one move you've mastered that reflects your inner strength?,0.010587163,0.009100974,0.006171331,0.006350229,0.905394554,0.003588417,0.058807388,,,,,
Why is it that we often find inspiration in the stories of women who overcome adversity?,0.014745591,0.016142311,0.065654814,0.010569412,0.424115002,0.017874682,0.45089817,,,,,
What's your favorite way to celebrate the beauty of diversity in your community?,0.021979002,0.011560902,0.003561749,0.138893783,0.712331831,0.003544295,0.108128391,,,,,
What's your go-to method for finding inspiration when faced with a creative block?,0.028459363,0.006435897,0.155024514,0.009118292,0.639679611,0.011054211,0.150228113,,,,,
What's your personal anthem for overcoming challenges and setbacks?,0.006877974,0.004288241,0.026786597,0.019349944,0.886709034,0.013180261,0.042807944,,,,,
Ever notice how a well-timed quote or saying can provide comfort and guidance?,0.010110612,0.02150926,0.005635153,0.075489558,0.586986184,0.008559115,0.291710109,,,,,
Why do you think we find strength in sharing our vulnerabilities and struggles?,0.011455578,0.008688488,0.013234744,0.003655281,0.913838983,0.005570656,0.043556277,,,,,
What's your favorite way to connect with the natural world and find inner peace?,0.016130039,0.011966931,0.004851742,0.083845705,0.801261663,0.009410152,0.072533727,,,,,
What's your go-to method for turning fear into fuel for personal and professional growth?,0.006049267,0.001965313,0.947332799,0.002534888,0.034071557,0.002518261,0.005528004,,,,,
What's your personal mantra for finding joy in the present moment?,0.014672396,0.005107011,0.005936588,0.411549717,0.497568876,0.012451176,0.052714195,,,,,
What's your favorite way to unwind and relax after a hectic day?,0.008091347,0.009395078,0.003681199,0.118547142,0.788929462,0.039554361,0.031801406,,,,,
Life's like a puzzle; what's one piece you're currently exploring in your journey?,0.009778301,0.002860253,0.016420251,0.005478723,0.854387522,0.003913285,0.107161649,,,,,
Ever feel like a change in perspective can open up new possibilities?,0.01379835,0.016795158,0.104798123,0.192141369,0.502558172,0.008750363,0.161158428,,,,,
What's your go-to method for finding inspiration when working on a creative project?,0.0209474,0.00654429,0.02793715,0.009769449,0.765081704,0.003495484,0.16622445,,,,,
Why do we find comfort in revisiting cherished memories through photographs?,0.007304282,0.018565768,0.007669342,0.289176434,0.57506603,0.091698505,0.010519701,,,,,
What's your personal anthem for facing challenges and remaining resilient?,0.008590746,0.003640597,0.030850278,0.011841669,0.910853267,0.004385201,0.029838238,,,,,
Have you ever had a moment when a small act of kindness made a significant impact?,0.016314212,0.028704943,0.010589934,0.146637067,0.546880722,0.003544081,0.247328982,,,,,
Life's an adventure; what's one skill you're passionate about developing further?,0.006787324,0.001918972,0.007160327,0.045863722,0.765629649,0.004948779,0.167691261,,,,,
Why is it that we often remember the scent of a favorite flower from our past?,0.018150678,0.087196581,0.00607445,0.006421749,0.784536719,0.003302621,0.094317123,,,,,
Ever notice how a well-organized space can contribute to a sense of calm and focus?,0.012478537,0.010729103,0.005822822,0.042687297,0.752124131,0.005193429,0.170964748,,,,,
What's your go-to comfort food that brings a sense of warmth and nostalgia?,0.005173101,0.005094356,0.003175385,0.056323607,0.876667142,0.009124773,0.044441499,,,,,
Life's a puzzle; what's one piece you're excited to explore in the near future?,0.008432874,0.001968936,0.007041083,0.032283504,0.827868462,0.005256526,0.117148586,,,,,
Why do we find inspiration in the stories of individuals who overcome adversity?,0.016035702,0.011279074,0.046531539,0.012693788,0.77757138,0.013222035,0.122666508,,,,,
What's your personal mantra for maintaining a positive outlook in challenging situations?,0.015079135,0.006807454,0.010111823,0.007445684,0.929931998,0.003077062,0.027546855,,,,,
"What's your favorite way to celebrate personal victories, big or small?",0.037522443,0.016947508,0.003366804,0.098820008,0.723217547,0.00448066,0.115644999,,,,,
Have you ever experienced a moment when a seemingly small decision had significant consequences?,0.016467568,0.018784083,0.114792727,0.00908002,0.065101586,0.004253361,0.771520615,,,,,
Life's like a song; what's the soundtrack to your current chapter?,0.009103402,0.008687326,0.006072271,0.007779148,0.842346251,0.010800025,0.115211613,,,,,
Why is it that we often remember the lessons learned from mistakes more than successes?,0.021273205,0.021193685,0.003653161,0.00165818,0.771010995,0.006573545,0.174637198,,,,,
Ever notice how a well-chosen quote or saying can provide guidance during tough times?,0.009349981,0.006785718,0.00800924,0.022363532,0.366342574,0.005187906,0.581961036,,,,,
What's your favorite way to unwind and relax after a demanding day?,0.01035429,0.01141781,0.003479548,0.065888785,0.861564159,0.017408587,0.029886868,,,,,
Life's an ongoing project; what's one aspect of personal growth you're currently focused on?,0.008084347,0.005480544,0.011682477,0.010915477,0.911652684,0.016960882,0.035223603,,,,,
Why do we find comfort in the routines of our favorite activities?,0.006746692,0.010678777,0.00199605,0.024750229,0.93732971,0.005697986,0.012800578,,,,,
What's your personal anthem for facing challenges head-on and emerging stronger?,0.009724143,0.005498056,0.028002558,0.008129889,0.914952934,0.00653351,0.027159018,,,,,
What's your go-to method for turning setbacks into opportunities for growth?,0.014611113,0.004634768,0.012435688,0.004865373,0.883206904,0.003502529,0.076743618,,,,,
Life's a dance; what's one move that reflects your unique personality?,0.007940746,0.006240221,0.006330785,0.00546768,0.867302716,0.00265947,0.104058355,,,,,
Have you ever had a conversation that left a lasting impact on your perspective?,0.008048764,0.015157597,0.007154266,0.02343452,0.730838656,0.005518883,0.209847271,,,,,
What's your favorite way to connect with nature and find inner peace?,0.017550617,0.011407337,0.005366408,0.074294329,0.807079792,0.009462932,0.074838646,,,,,
Why is it that we often remember the emotions associated with certain songs more than the lyrics?,0.020158678,0.021699363,0.006949392,0.001676003,0.658754468,0.005663045,0.285099059,,,,,
Life's an adventure; what's one lesson you've learned from exploring the unknown?,0.005867986,0.004285215,0.017070234,0.047287308,0.824440658,0.005966757,0.095081836,,,,,
Why do we find strength in the support and camaraderie of friends?,0.014118336,0.00821629,0.0026343,0.010968287,0.922944546,0.003357034,0.037761141,,,,,
Ever feel like a well-organized space can contribute to a sense of calm and focus?,0.00917291,0.009817027,0.004552467,0.511294425,0.45208025,0.00400449,0.009078398,,,,,
What's your go-to method for staying motivated when pursuing long-term goals?,0.019636242,0.005140522,0.014977143,0.004539452,0.888651609,0.003892933,0.063162148,,,,,
Life's like a rollercoaster; what's one thrill you're eager to experience again?,0.012980655,0.002590782,0.057478871,0.071584918,0.415437907,0.009729827,0.43019706,,,,,
Why is it that we often remember moments of laughter more vividly than others?,0.010098846,0.008312881,0.005977027,0.007716045,0.780548096,0.002866034,0.184481144,,,,,
What's your personal anthem for embracing vulnerability and authenticity?,0.009446315,0.008535031,0.105853461,0.01875126,0.820955098,0.005488764,0.030970052,,,,,
What's your favorite way to practice self-care during busy and stressful times?,0.03340229,0.007822496,0.020355295,0.043252915,0.781632483,0.009663209,0.103871316,,,,,
Have you ever had a moment when a small gesture of kindness made a significant impact?,0.015751883,0.026104907,0.011001648,0.169290289,0.511121631,0.003563432,0.263166189,,,,,
Life's a journey; what's one destination you dream of exploring?,0.007028762,0.002627453,0.021547792,0.012054677,0.769249678,0.00768424,0.179807365,,,,,
"Why do we find solace in revisiting familiar places, even if just in our memories?",0.007125314,0.016192371,0.007821575,0.147338554,0.726593196,0.083592504,0.011336487,,,,,
What's your go-to method for finding clarity during moments of confusion?,0.018136382,0.009836825,0.274624646,0.003633995,0.640301704,0.01353679,0.03992961,,,,,
What's your favorite way to celebrate personal growth and self-improvement?,0.033123102,0.015520611,0.003498424,0.167252272,0.643909335,0.004685243,0.132010952,,,,,
Ever feel like a well-crafted movie or book can transport you to another world?,0.009340602,0.010809083,0.005449369,0.678469658,0.2389642,0.002875676,0.054091435,,,,,
What's your go-to comfort food that instantly lifts your spirits?,0.007361382,0.004511518,0.006235985,0.252622813,0.63364774,0.003455947,0.092164613,,,,,
Life's a puzzle; what's one challenge you're determined to solve?,0.019946305,0.004085076,0.026048051,0.003627935,0.882561147,0.008385122,0.055346433,,,,,
Why is it that we often remember the emotions associated with pivotal moments in our lives?,0.017422775,0.010492631,0.010283391,0.001660649,0.671988368,0.004078502,0.284073651,,,,,
"What's your favorite way to express creativity, whether through art, writing, or another medium?",0.019633934,0.013703899,0.004973477,0.035869308,0.795401573,0.00414098,0.12627691,,,,,
Ever notice how a well-timed quote or saying can provide guidance in difficult times?,0.010902523,0.005958016,0.005049825,0.0123816,0.228738531,0.003572468,0.733397067,,,,,
What's your go-to method for turning a setback into a learning opportunity?,0.017626327,0.006264877,0.021863306,0.005358708,0.825636387,0.004308467,0.118941836,,,,,
Life's a dance; what's one move that reflects your personality?,0.009225781,0.01136189,0.0077165,0.004198409,0.899104655,0.003895701,0.064496994,,,,,
What's your go-to method for practicing self-care during busy times?,0.020442974,0.007911679,0.021961214,0.00413821,0.867641628,0.009188703,0.068715572,,,,,
Life's like a puzzle; what's one piece you've recently discovered about yourself?,0.009620068,0.002800048,0.008882763,0.010335146,0.738093674,0.00327463,0.226993605,,,,,
Ever notice how a change in perspective can bring about positive transformation?,0.014835385,0.005656058,0.005761555,0.01416084,0.191500515,0.002904205,0.765181482,,,,,
What's your favorite way to find inspiration when working on a creative project?,0.02682011,0.013546094,0.007934256,0.071552537,0.698710799,0.004120432,0.177315772,,,,,
Why do we find comfort in revisiting the places that hold special memories?,0.005024349,0.017589569,0.010480635,0.049545735,0.845940828,0.056874335,0.01454467,,,,,
What's your personal anthem for facing challenges and staying resilient?,0.009159764,0.003347364,0.032318532,0.010493417,0.904020429,0.004355932,0.036304574,,,,,
Have you ever experienced a moment when a small act of kindness made a significant impact?,0.014849413,0.030846572,0.027129561,0.213848233,0.310835272,0.003537674,0.398953319,,,,,
Life's an adventure; what's one skill you're eager to develop further?,0.005667311,0.001695222,0.006329257,0.04858334,0.827391744,0.005522392,0.104810707,,,,,
Why is it that we often remember the scent of a favorite flower from childhood?,0.018815296,0.100101516,0.007583017,0.009067871,0.746997237,0.00305886,0.114376217,,,,,
"What's your favorite way to express creativity, whether it's through art or writing?",0.019227726,0.013450369,0.004320791,0.041260529,0.801431775,0.00393955,0.116369314,,,,,
What's your go-to comfort food that brings a sense of nostalgia and warmth?,0.004991156,0.005184235,0.003332729,0.065286331,0.864041626,0.011163975,0.045999952,,,,,
Life's a puzzle; what's one piece you're excited to explore in the coming months?,0.008421105,0.001858915,0.007470846,0.034417957,0.822436035,0.005136594,0.120258562,,,,,
Why do we find inspiration in the stories of individuals who overcome challenges?,0.01837796,0.006837183,0.010781764,0.009753573,0.80178237,0.004047961,0.148419112,,,,,
What's your personal mantra for maintaining a positive outlook in tough situations?,0.014631893,0.008207342,0.012878289,0.006905793,0.930178285,0.003926874,0.023271486,,,,,
"What's your favorite way to celebrate personal victories, regardless of their size?",0.032336563,0.019791761,0.002410249,0.084997155,0.786980331,0.004245047,0.069238916,,,,,
Have you ever had a moment when a seemingly small decision had a big impact?,0.013374205,0.013300599,0.026422378,0.021039169,0.172167808,0.003017104,0.750678718,,,,,
What's your go-to method for finding joy in the small moments of everyday life?,0.014712501,0.004753512,0.008324529,0.231575221,0.657581925,0.010721014,0.072331317,,,,,
Ever notice how a well-chosen quote or saying can provide guidance during difficult times?,0.008546175,0.006235623,0.007022125,0.020373762,0.347733557,0.004718682,0.605370164,,,,,
Life's an ongoing project; what's one aspect of personal growth you're currently focusing on?,0.008392853,0.005729411,0.012985005,0.013204812,0.901939929,0.019885235,0.037862714,,,,,
What's your personal anthem for facing challenges head-on and emerging victorious?,0.011757993,0.004846372,0.014838478,0.018897049,0.913205802,0.004829031,0.031625237,,,,,
